"date","polling_firm","party","supp"
2022-05-03,"Kantar","Green",19
2022-05-03,"Kantar","FDP",9
2022-05-03,"Kantar","AfD",9
2022-05-03,"Kantar","Linke",5
2022-05-03,"Kantar","FW",NA
2022-05-03,"Kantar","BSW",NA
2022-05-02,"INSA","SPD",23
2022-05-02,"INSA","Union",27
2022-05-02,"INSA","Green",19
2022-05-02,"INSA","FDP",9.5
2022-05-02,"INSA","AfD",10.5
2022-05-02,"INSA","Linke",4.5
2022-05-02,"INSA","FW",NA
2022-05-02,"INSA","BSW",NA
2022-05-02,"Forsa","SPD",23
2022-05-02,"Forsa","Union",26
2022-05-02,"Forsa","Green",20
2022-05-02,"Forsa","FDP",9
2022-05-02,"Forsa","AfD",9
2022-05-02,"Forsa","Linke",4
2022-05-02,"Forsa","FW",NA
2022-05-02,"Forsa","BSW",NA
2022-04-29,"INSA","SPD",23
2022-04-29,"INSA","Union",26
2022-04-29,"INSA","Green",18
2022-04-29,"INSA","FDP",10
2022-04-29,"INSA","AfD",11
2022-04-29,"INSA","Linke",4
2022-04-29,"INSA","FW",NA
2022-04-29,"INSA","BSW",NA
2022-04-28,"Forschungsgruppe Wahlen","SPD",25
2022-04-28,"Forschungsgruppe Wahlen","Union",23
2022-04-28,"Forschungsgruppe Wahlen","Green",21
2022-04-28,"Forschungsgruppe Wahlen","FDP",9
2022-04-28,"Forschungsgruppe Wahlen","AfD",11
2022-04-28,"Forschungsgruppe Wahlen","Linke",4
2022-04-28,"Forschungsgruppe Wahlen","FW",NA
2022-04-28,"Forschungsgruppe Wahlen","BSW",NA
2022-04-27,"Infratest dimap","SPD",24
2022-04-27,"Infratest dimap","Union",26
2022-04-27,"Infratest dimap","Green",18
2022-04-27,"Infratest dimap","FDP",9
2022-04-27,"Infratest dimap","AfD",11
2022-04-27,"Infratest dimap","Linke",3
2022-04-27,"Infratest dimap","FW",NA
2022-04-27,"Infratest dimap","BSW",NA
2022-04-26,"Kantar","SPD",23
2022-04-26,"Kantar","Union",25
2022-04-26,"Kantar","Green",20
2022-04-26,"Kantar","FDP",9
2022-04-26,"Kantar","AfD",9
2022-04-26,"Kantar","Linke",5
2022-04-26,"Kantar","FW",NA
2022-04-26,"Kantar","BSW",NA
2022-04-25,"INSA","SPD",24
2022-04-25,"INSA","Union",26.5
2022-04-25,"INSA","Green",18
2022-04-25,"INSA","FDP",9
2022-04-25,"INSA","AfD",11.5
2022-04-25,"INSA","Linke",4.5
2022-04-25,"INSA","FW",NA
2022-04-25,"INSA","BSW",NA
2022-04-25,"GMS","SPD",26
2022-04-25,"GMS","Union",26
2022-04-25,"GMS","Green",18
2022-04-25,"GMS","FDP",8
2022-04-25,"GMS","AfD",9
2022-04-25,"GMS","Linke",4
2022-04-25,"GMS","FW",NA
2022-04-25,"GMS","BSW",NA
2022-04-25,"Forsa","SPD",24
2022-04-25,"Forsa","Union",25
2022-04-25,"Forsa","Green",20
2022-04-25,"Forsa","FDP",9
2022-04-25,"Forsa","AfD",9
2022-04-25,"Forsa","Linke",4
2022-04-25,"Forsa","FW",NA
2022-04-25,"Forsa","BSW",NA
2022-04-25,"Civey","SPD",24
2022-04-25,"Civey","Union",25
2022-04-25,"Civey","Green",20
2022-04-25,"Civey","FDP",9
2022-04-25,"Civey","AfD",11
2022-04-25,"Civey","Linke",4
2022-04-25,"Civey","FW",NA
2022-04-25,"Civey","BSW",NA
2022-04-23,"Wahlkreisprognose","SPD",24.5
2022-04-23,"Wahlkreisprognose","Union",22.5
2022-04-23,"Wahlkreisprognose","Green",22
2022-04-23,"Wahlkreisprognose","FDP",11
2022-04-23,"Wahlkreisprognose","AfD",8.5
2022-04-23,"Wahlkreisprognose","Linke",3
2022-04-23,"Wahlkreisprognose","FW",NA
2022-04-23,"Wahlkreisprognose","BSW",NA
2022-04-22,"INSA","SPD",24
2022-04-22,"INSA","Union",26
2022-04-22,"INSA","Green",18
2022-04-22,"INSA","FDP",9
2022-04-22,"INSA","AfD",11
2022-04-22,"INSA","Linke",5
2022-04-22,"INSA","FW",NA
2022-04-22,"INSA","BSW",NA
2022-04-19,"Kantar","SPD",25
2022-04-19,"Kantar","Union",25
2022-04-19,"Kantar","Green",19
2022-04-19,"Kantar","FDP",9
2022-04-19,"Kantar","AfD",9
2022-04-19,"Kantar","Linke",4
2022-04-19,"Kantar","FW",NA
2022-04-19,"Kantar","BSW",NA
2022-04-18,"INSA","SPD",23.5
2022-04-18,"INSA","Union",26
2022-04-18,"INSA","Green",19
2022-04-18,"INSA","FDP",9
2022-04-18,"INSA","AfD",11
2022-04-18,"INSA","Linke",4.5
2022-04-18,"INSA","FW",NA
2022-04-18,"INSA","BSW",NA
2022-04-14,"Forsa","SPD",25
2022-04-14,"Forsa","Union",25
2022-04-14,"Forsa","Green",20
2022-04-14,"Forsa","FDP",8
2022-04-14,"Forsa","AfD",9
2022-04-14,"Forsa","Linke",4
2022-04-14,"Forsa","FW",NA
2022-04-14,"Forsa","BSW",NA
2022-04-14,"INSA","SPD",25
2022-04-14,"INSA","Union",26
2022-04-14,"INSA","Green",17
2022-04-14,"INSA","FDP",10
2022-04-14,"INSA","AfD",10
2022-04-14,"INSA","Linke",5
2022-04-14,"INSA","FW",NA
2022-04-14,"INSA","BSW",NA
2022-04-12,"Infratest dimap","SPD",24
2022-04-12,"Infratest dimap","Union",26
2022-04-12,"Infratest dimap","Green",18
2022-04-12,"Infratest dimap","FDP",8
2022-04-12,"Infratest dimap","AfD",11
2022-04-12,"Infratest dimap","Linke",4
2022-04-12,"Infratest dimap","FW",NA
2022-04-12,"Infratest dimap","BSW",NA
2022-04-12,"YouGov","SPD",21
2022-04-12,"YouGov","Union",26
2022-04-12,"YouGov","Green",18
2022-04-12,"YouGov","FDP",9
2022-04-12,"YouGov","AfD",12
2022-04-12,"YouGov","Linke",6
2022-04-12,"YouGov","FW",1
2022-04-12,"YouGov","BSW",NA
2022-04-12,"Kantar","SPD",26
2022-04-12,"Kantar","Union",25
2022-04-12,"Kantar","Green",19
2022-04-12,"Kantar","FDP",8
2022-04-12,"Kantar","AfD",10
2022-04-12,"Kantar","Linke",4
2022-04-12,"Kantar","FW",NA
2022-04-12,"Kantar","BSW",NA
2022-04-11,"INSA","SPD",25
2022-04-11,"INSA","Union",27
2022-04-11,"INSA","Green",17.5
2022-04-11,"INSA","FDP",9
2022-04-11,"INSA","AfD",11
2022-04-11,"INSA","Linke",4.5
2022-04-11,"INSA","FW",NA
2022-04-11,"INSA","BSW",NA
2022-04-11,"Forsa","SPD",27
2022-04-11,"Forsa","Union",24
2022-04-11,"Forsa","Green",19
2022-04-11,"Forsa","FDP",8
2022-04-11,"Forsa","AfD",9
2022-04-11,"Forsa","Linke",4
2022-04-11,"Forsa","FW",NA
2022-04-11,"Forsa","BSW",NA
2022-04-08,"INSA","SPD",25
2022-04-08,"INSA","Union",26
2022-04-08,"INSA","Green",16
2022-04-08,"INSA","FDP",10
2022-04-08,"INSA","AfD",11
2022-04-08,"INSA","Linke",4
2022-04-08,"INSA","FW",NA
2022-04-08,"INSA","BSW",NA
2022-04-07,"Forschungsgruppe Wahlen","SPD",27
2022-04-07,"Forschungsgruppe Wahlen","Union",24
2022-04-07,"Forschungsgruppe Wahlen","Green",19
2022-04-07,"Forschungsgruppe Wahlen","FDP",8
2022-04-07,"Forschungsgruppe Wahlen","AfD",11
2022-04-07,"Forschungsgruppe Wahlen","Linke",4
2022-04-07,"Forschungsgruppe Wahlen","FW",NA
2022-04-07,"Forschungsgruppe Wahlen","BSW",NA
2022-04-06,"Infratest dimap","SPD",24
2022-04-06,"Infratest dimap","Union",25
2022-04-06,"Infratest dimap","Green",19
2022-04-06,"Infratest dimap","FDP",9
2022-04-06,"Infratest dimap","AfD",11
2022-04-06,"Infratest dimap","Linke",4
2022-04-06,"Infratest dimap","FW",NA
2022-04-06,"Infratest dimap","BSW",NA
2022-04-06,"Allensbach","SPD",28
2022-04-06,"Allensbach","Union",24
2022-04-06,"Allensbach","Green",17
2022-04-06,"Allensbach","FDP",9
2022-04-06,"Allensbach","AfD",9
2022-04-06,"Allensbach","Linke",6
2022-04-06,"Allensbach","FW",NA
2022-04-06,"Allensbach","BSW",NA
2022-04-05,"Kantar","SPD",27
2022-04-05,"Kantar","Union",25
2022-04-05,"Kantar","Green",19
2022-04-05,"Kantar","FDP",8
2022-04-05,"Kantar","AfD",10
2022-04-05,"Kantar","Linke",4
2022-04-05,"Kantar","FW",NA
2022-04-05,"Kantar","BSW",NA
2022-04-04,"Wahlkreisprognose","SPD",27
2022-04-04,"Wahlkreisprognose","Union",25.5
2022-04-04,"Wahlkreisprognose","Green",19
2022-04-04,"Wahlkreisprognose","FDP",8.5
2022-04-04,"Wahlkreisprognose","AfD",9
2022-04-04,"Wahlkreisprognose","Linke",3
2022-04-04,"Wahlkreisprognose","FW",NA
2022-04-04,"Wahlkreisprognose","BSW",NA
2022-04-04,"INSA","SPD",25
2022-04-04,"INSA","Union",26
2022-04-04,"INSA","Green",17.5
2022-04-04,"INSA","FDP",10.5
2022-04-04,"INSA","AfD",10.5
2022-04-04,"INSA","Linke",4.5
2022-04-04,"INSA","FW",NA
2022-04-04,"INSA","BSW",NA
2022-04-01,"Ipsos","SPD",25
2022-04-01,"Ipsos","Union",23
2022-04-01,"Ipsos","Green",15
2022-04-01,"Ipsos","FDP",12
2022-04-01,"Ipsos","AfD",12
2022-04-01,"Ipsos","Linke",6
2022-04-01,"Ipsos","FW",NA
2022-04-01,"Ipsos","BSW",NA
2022-04-04,"Forsa","SPD",27
2022-04-04,"Forsa","Union",24
2022-04-04,"Forsa","Green",19
2022-04-04,"Forsa","FDP",8
2022-04-04,"Forsa","AfD",9
2022-04-04,"Forsa","Linke",4
2022-04-04,"Forsa","FW",NA
2022-04-04,"Forsa","BSW",NA
2022-04-01,"INSA","SPD",26
2022-04-01,"INSA","Union",26
2022-04-01,"INSA","Green",16
2022-04-01,"INSA","FDP",10
2022-04-01,"INSA","AfD",11
2022-04-01,"INSA","Linke",4
2022-04-01,"INSA","FW",NA
2022-04-01,"INSA","BSW",NA
2022-03-29,"Kantar","SPD",25
2022-03-29,"Kantar","Union",26
2022-03-29,"Kantar","Green",18
2022-03-29,"Kantar","FDP",9
2022-03-29,"Kantar","AfD",9
2022-03-29,"Kantar","Linke",5
2022-03-29,"Kantar","FW",NA
2022-03-29,"Kantar","BSW",NA
2022-03-28,"INSA","SPD",25
2022-03-28,"INSA","Union",26
2022-03-28,"INSA","Green",16.5
2022-03-28,"INSA","FDP",10
2022-03-28,"INSA","AfD",10.5
2022-03-28,"INSA","Linke",5.5
2022-03-28,"INSA","FW",NA
2022-03-28,"INSA","BSW",NA
2022-03-28,"Forsa","SPD",24
2022-03-28,"Forsa","Union",26
2022-03-28,"Forsa","Green",18
2022-03-28,"Forsa","FDP",9
2022-03-28,"Forsa","AfD",9
2022-03-28,"Forsa","Linke",5
2022-03-28,"Forsa","FW",NA
2022-03-28,"Forsa","BSW",NA
2022-03-25,"INSA","SPD",26
2022-03-25,"INSA","Union",26
2022-03-25,"INSA","Green",16
2022-03-25,"INSA","FDP",10
2022-03-25,"INSA","AfD",11
2022-03-25,"INSA","Linke",5
2022-03-25,"INSA","FW",NA
2022-03-25,"INSA","BSW",NA
2022-03-22,"Kantar","SPD",26
2022-03-22,"Kantar","Union",25
2022-03-22,"Kantar","Green",18
2022-03-22,"Kantar","FDP",9
2022-03-22,"Kantar","AfD",9
2022-03-22,"Kantar","Linke",6
2022-03-22,"Kantar","FW",NA
2022-03-22,"Kantar","BSW",NA
2022-03-21,"INSA","SPD",24.5
2022-03-21,"INSA","Union",26.5
2022-03-21,"INSA","Green",16.5
2022-03-21,"INSA","FDP",11
2022-03-21,"INSA","AfD",11
2022-03-21,"INSA","Linke",4.5
2022-03-21,"INSA","FW",NA
2022-03-21,"INSA","BSW",NA
2022-03-21,"Forsa","SPD",23
2022-03-21,"Forsa","Union",27
2022-03-21,"Forsa","Green",18
2022-03-21,"Forsa","FDP",10
2022-03-21,"Forsa","AfD",9
2022-03-21,"Forsa","Linke",5
2022-03-21,"Forsa","FW",NA
2022-03-21,"Forsa","BSW",NA
2022-03-21,"Allensbach","SPD",25
2022-03-21,"Allensbach","Union",25
2022-03-21,"Allensbach","Green",17
2022-03-21,"Allensbach","FDP",10.5
2022-03-21,"Allensbach","AfD",10
2022-03-21,"Allensbach","Linke",5
2022-03-21,"Allensbach","FW",NA
2022-03-21,"Allensbach","BSW",NA
2022-03-20,"Wahlkreisprognose","SPD",26.5
2022-03-20,"Wahlkreisprognose","Union",25.5
2022-03-20,"Wahlkreisprognose","Green",18.5
2022-03-20,"Wahlkreisprognose","FDP",10
2022-03-20,"Wahlkreisprognose","AfD",8.5
2022-03-20,"Wahlkreisprognose","Linke",3
2022-03-20,"Wahlkreisprognose","FW",NA
2022-03-20,"Wahlkreisprognose","BSW",NA
2022-03-18,"INSA","SPD",26
2022-03-18,"INSA","Union",26
2022-03-18,"INSA","Green",16
2022-03-18,"INSA","FDP",10
2022-03-18,"INSA","AfD",10
2022-03-18,"INSA","Linke",5
2022-03-18,"INSA","FW",NA
2022-03-18,"INSA","BSW",NA
2022-03-16,"Infratest dimap","SPD",25
2022-03-16,"Infratest dimap","Union",26
2022-03-16,"Infratest dimap","Green",17
2022-03-16,"Infratest dimap","FDP",9
2022-03-16,"Infratest dimap","AfD",11
2022-03-16,"Infratest dimap","Linke",4
2022-03-16,"Infratest dimap","FW",NA
2022-03-16,"Infratest dimap","BSW",NA
2022-03-15,"Kantar","SPD",26
2022-03-15,"Kantar","Union",26
2022-03-15,"Kantar","Green",19
2022-03-15,"Kantar","FDP",8
2022-03-15,"Kantar","AfD",9
2022-03-15,"Kantar","Linke",5
2022-03-15,"Kantar","FW",NA
2022-03-15,"Kantar","BSW",NA
2022-03-14,"INSA","SPD",25
2022-03-14,"INSA","Union",25.5
2022-03-14,"INSA","Green",15.5
2022-03-14,"INSA","FDP",10.5
2022-03-14,"INSA","AfD",10.5
2022-03-14,"INSA","Linke",5
2022-03-14,"INSA","FW",NA
2022-03-14,"INSA","BSW",NA
2022-03-14,"Forsa","SPD",25
2022-03-14,"Forsa","Union",26
2022-03-14,"Forsa","Green",18
2022-03-14,"Forsa","FDP",9
2022-03-14,"Forsa","AfD",9
2022-03-14,"Forsa","Linke",5
2022-03-14,"Forsa","FW",NA
2022-03-14,"Forsa","BSW",NA
2022-03-11,"INSA","SPD",26
2022-03-11,"INSA","Union",24
2022-03-11,"INSA","Green",16
2022-03-11,"INSA","FDP",10
2022-03-11,"INSA","AfD",10
2022-03-11,"INSA","Linke",6
2022-03-11,"INSA","FW",NA
2022-03-11,"INSA","BSW",NA
2022-03-10,"Forschungsgruppe Wahlen","SPD",27
2022-03-10,"Forschungsgruppe Wahlen","Union",24
2022-03-10,"Forschungsgruppe Wahlen","Green",18
2022-03-10,"Forschungsgruppe Wahlen","FDP",9
2022-03-10,"Forschungsgruppe Wahlen","AfD",10
2022-03-10,"Forschungsgruppe Wahlen","Linke",5
2022-03-10,"Forschungsgruppe Wahlen","FW",NA
2022-03-10,"Forschungsgruppe Wahlen","BSW",NA
2022-03-08,"YouGov","SPD",23
2022-03-08,"YouGov","Union",26
2022-03-08,"YouGov","Green",16
2022-03-08,"YouGov","FDP",9
2022-03-08,"YouGov","AfD",11
2022-03-08,"YouGov","Linke",6
2022-03-08,"YouGov","FW",1
2022-03-08,"YouGov","BSW",NA
2022-03-08,"Kantar","SPD",25
2022-03-08,"Kantar","Union",26
2022-03-08,"Kantar","Green",19
2022-03-08,"Kantar","FDP",8
2022-03-08,"Kantar","AfD",10
2022-03-08,"Kantar","Linke",5
2022-03-08,"Kantar","FW",NA
2022-03-08,"Kantar","BSW",NA
2022-03-07,"INSA","SPD",25
2022-03-07,"INSA","Union",24.5
2022-03-07,"INSA","Green",15.5
2022-03-07,"INSA","FDP",11
2022-03-07,"INSA","AfD",10.5
2022-03-07,"INSA","Linke",6
2022-03-07,"INSA","FW",NA
2022-03-07,"INSA","BSW",NA
2022-03-04,"Ipsos","SPD",25
2022-03-04,"Ipsos","Union",24
2022-03-04,"Ipsos","Green",16
2022-03-04,"Ipsos","FDP",11
2022-03-04,"Ipsos","AfD",11
2022-03-04,"Ipsos","Linke",6
2022-03-04,"Ipsos","FW",NA
2022-03-04,"Ipsos","BSW",NA
2022-03-07,"Forsa","SPD",26
2022-03-07,"Forsa","Union",25
2022-03-07,"Forsa","Green",18
2022-03-07,"Forsa","FDP",9
2022-03-07,"Forsa","AfD",7
2022-03-07,"Forsa","Linke",6
2022-03-07,"Forsa","FW",NA
2022-03-07,"Forsa","BSW",NA
2022-03-04,"INSA","SPD",25
2022-03-04,"INSA","Union",25
2022-03-04,"INSA","Green",15
2022-03-04,"INSA","FDP",11
2022-03-04,"INSA","AfD",11
2022-03-04,"INSA","Linke",6
2022-03-04,"INSA","FW",NA
2022-03-04,"INSA","BSW",NA
2022-03-02,"Infratest dimap","SPD",25
2022-03-02,"Infratest dimap","Union",26
2022-03-02,"Infratest dimap","Green",16
2022-03-02,"Infratest dimap","FDP",9
2022-03-02,"Infratest dimap","AfD",11
2022-03-02,"Infratest dimap","Linke",5
2022-03-02,"Infratest dimap","FW",NA
2022-03-02,"Infratest dimap","BSW",NA
2022-03-01,"Kantar","SPD",26
2022-03-01,"Kantar","Union",26
2022-03-01,"Kantar","Green",17
2022-03-01,"Kantar","FDP",8
2022-03-01,"Kantar","AfD",10
2022-03-01,"Kantar","Linke",6
2022-03-01,"Kantar","FW",NA
2022-03-01,"Kantar","BSW",NA
2022-02-28,"INSA","SPD",23
2022-02-28,"INSA","Union",27
2022-02-28,"INSA","Green",15.5
2022-02-28,"INSA","FDP",11
2022-02-28,"INSA","AfD",10.5
2022-02-28,"INSA","Linke",6.5
2022-02-28,"INSA","FW",NA
2022-02-28,"INSA","BSW",NA
2022-02-28,"Forsa","SPD",25
2022-02-28,"Forsa","Union",26
2022-02-28,"Forsa","Green",18
2022-02-28,"Forsa","FDP",9
2022-02-28,"Forsa","AfD",7
2022-02-28,"Forsa","Linke",6
2022-02-28,"Forsa","FW",NA
2022-02-28,"Forsa","BSW",NA
2022-02-27,"Wahlkreisprognose","SPD",26
2022-02-27,"Wahlkreisprognose","Union",23.5
2022-02-27,"Wahlkreisprognose","Green",17.5
2022-02-27,"Wahlkreisprognose","FDP",11.5
2022-02-27,"Wahlkreisprognose","AfD",10.5
2022-02-27,"Wahlkreisprognose","Linke",4
2022-02-27,"Wahlkreisprognose","FW",NA
2022-02-27,"Wahlkreisprognose","BSW",NA
2022-02-26,"GMS","SPD",24
2022-02-26,"GMS","Union",27
2022-02-26,"GMS","Green",15
2022-02-26,"GMS","FDP",10
2022-02-26,"GMS","AfD",9
2022-02-26,"GMS","Linke",6
2022-02-26,"GMS","FW",NA
2022-02-26,"GMS","BSW",NA
2022-02-25,"INSA","SPD",23
2022-02-25,"INSA","Union",26
2022-02-25,"INSA","Green",15
2022-02-25,"INSA","FDP",11
2022-02-25,"INSA","AfD",12
2022-02-25,"INSA","Linke",7
2022-02-25,"INSA","FW",NA
2022-02-25,"INSA","BSW",NA
2022-02-23,"Forschungsgruppe Wahlen","SPD",26
2022-02-23,"Forschungsgruppe Wahlen","Union",24
2022-02-23,"Forschungsgruppe Wahlen","Green",17
2022-02-23,"Forschungsgruppe Wahlen","FDP",9
2022-02-23,"Forschungsgruppe Wahlen","AfD",11
2022-02-23,"Forschungsgruppe Wahlen","Linke",6
2022-02-23,"Forschungsgruppe Wahlen","FW",NA
2022-02-23,"Forschungsgruppe Wahlen","BSW",NA
2022-02-22,"Kantar","SPD",26
2022-02-22,"Kantar","Union",25
2022-02-22,"Kantar","Green",17
2022-02-22,"Kantar","FDP",9
2022-02-22,"Kantar","AfD",10
2022-02-22,"Kantar","Linke",7
2022-02-22,"Kantar","FW",NA
2022-02-22,"Kantar","BSW",NA
2022-02-21,"INSA","SPD",23
2022-02-21,"INSA","Union",27
2022-02-21,"INSA","Green",14.5
2022-02-21,"INSA","FDP",12.5
2022-02-21,"INSA","AfD",11
2022-02-21,"INSA","Linke",6
2022-02-21,"INSA","FW",NA
2022-02-21,"INSA","BSW",NA
2022-02-21,"Forsa","SPD",23
2022-02-21,"Forsa","Union",27
2022-02-21,"Forsa","Green",17
2022-02-21,"Forsa","FDP",9
2022-02-21,"Forsa","AfD",9
2022-02-21,"Forsa","Linke",6
2022-02-21,"Forsa","FW",NA
2022-02-21,"Forsa","BSW",NA
2022-02-18,"INSA","SPD",22
2022-02-18,"INSA","Union",27
2022-02-18,"INSA","Green",15
2022-02-18,"INSA","FDP",11
2022-02-18,"INSA","AfD",12
2022-02-18,"INSA","Linke",7
2022-02-18,"INSA","FW",NA
2022-02-18,"INSA","BSW",NA
2022-02-16,"Infratest dimap","SPD",24
2022-02-16,"Infratest dimap","Union",26
2022-02-16,"Infratest dimap","Green",15
2022-02-16,"Infratest dimap","FDP",9
2022-02-16,"Infratest dimap","AfD",12
2022-02-16,"Infratest dimap","Linke",5
2022-02-16,"Infratest dimap","FW",NA
2022-02-16,"Infratest dimap","BSW",NA
2022-02-16,"Allensbach","SPD",23
2022-02-16,"Allensbach","Union",27
2022-02-16,"Allensbach","Green",15
2022-02-16,"Allensbach","FDP",10.5
2022-02-16,"Allensbach","AfD",10
2022-02-16,"Allensbach","Linke",6
2022-02-16,"Allensbach","FW",NA
2022-02-16,"Allensbach","BSW",NA
2022-02-15,"Wahlkreisprognose","SPD",25
2022-02-15,"Wahlkreisprognose","Union",24.5
2022-02-15,"Wahlkreisprognose","Green",17
2022-02-15,"Wahlkreisprognose","FDP",9.5
2022-02-15,"Wahlkreisprognose","AfD",9.5
2022-02-15,"Wahlkreisprognose","Linke",6
2022-02-15,"Wahlkreisprognose","FW",NA
2022-02-15,"Wahlkreisprognose","BSW",NA
2022-02-15,"YouGov","SPD",21
2022-02-15,"YouGov","Union",27
2022-02-15,"YouGov","Green",17
2022-02-15,"YouGov","FDP",9
2022-02-15,"YouGov","AfD",11
2022-02-15,"YouGov","Linke",7
2022-02-15,"YouGov","FW",1
2022-02-15,"YouGov","BSW",NA
2022-02-15,"Kantar","SPD",24
2022-02-15,"Kantar","Union",24
2022-02-15,"Kantar","Green",16
2022-02-15,"Kantar","FDP",10
2022-02-15,"Kantar","AfD",12
2022-02-15,"Kantar","Linke",6
2022-02-15,"Kantar","FW",NA
2022-02-15,"Kantar","BSW",NA
2022-02-14,"INSA","SPD",22.5
2022-02-14,"INSA","Union",26
2022-02-14,"INSA","Green",15
2022-02-14,"INSA","FDP",12
2022-02-14,"INSA","AfD",12
2022-02-14,"INSA","Linke",6
2022-02-14,"INSA","FW",NA
2022-02-14,"INSA","BSW",NA
2022-02-14,"Forsa","SPD",23
2022-02-14,"Forsa","Union",27
2022-02-14,"Forsa","Green",16
2022-02-14,"Forsa","FDP",9
2022-02-14,"Forsa","AfD",9
2022-02-14,"Forsa","Linke",6
2022-02-14,"Forsa","FW",NA
2022-02-14,"Forsa","BSW",NA
2022-02-11,"INSA","SPD",22
2022-02-11,"INSA","Union",26
2022-02-11,"INSA","Green",16
2022-02-11,"INSA","FDP",11
2022-02-11,"INSA","AfD",12
2022-02-11,"INSA","Linke",6
2022-02-11,"INSA","FW",NA
2022-02-11,"INSA","BSW",NA
2022-02-10,"Forschungsgruppe Wahlen","SPD",25
2022-02-10,"Forschungsgruppe Wahlen","Union",25
2022-02-10,"Forschungsgruppe Wahlen","Green",16
2022-02-10,"Forschungsgruppe Wahlen","FDP",9
2022-02-10,"Forschungsgruppe Wahlen","AfD",11
2022-02-10,"Forschungsgruppe Wahlen","Linke",6
2022-02-10,"Forschungsgruppe Wahlen","FW",NA
2022-02-10,"Forschungsgruppe Wahlen","BSW",NA
2022-02-08,"pollytix","SPD",23
2022-02-08,"pollytix","Union",27
2022-02-08,"pollytix","Green",15
2022-02-08,"pollytix","FDP",9
2022-02-08,"pollytix","AfD",12
2022-02-08,"pollytix","Linke",8
2022-02-08,"pollytix","FW",NA
2022-02-08,"pollytix","BSW",NA
2022-02-08,"Kantar","SPD",22
2022-02-08,"Kantar","Union",26
2022-02-08,"Kantar","Green",16
2022-02-08,"Kantar","FDP",10
2022-02-08,"Kantar","AfD",12
2022-02-08,"Kantar","Linke",6
2022-02-08,"Kantar","FW",NA
2022-02-08,"Kantar","BSW",NA
2022-02-07,"INSA","SPD",23
2022-02-07,"INSA","Union",26
2022-02-07,"INSA","Green",15
2022-02-07,"INSA","FDP",12
2022-02-07,"INSA","AfD",11
2022-02-07,"INSA","Linke",7
2022-02-07,"INSA","FW",NA
2022-02-07,"INSA","BSW",NA
2022-02-04,"Ipsos","SPD",25
2022-02-04,"Ipsos","Union",24
2022-02-04,"Ipsos","Green",16
2022-02-04,"Ipsos","FDP",8
2022-02-04,"Ipsos","AfD",12
2022-02-04,"Ipsos","Linke",8
2022-02-04,"Ipsos","FW",NA
2022-02-04,"Ipsos","BSW",NA
2022-02-07,"Forsa","SPD",22
2022-02-07,"Forsa","Union",27
2022-02-07,"Forsa","Green",16
2022-02-07,"Forsa","FDP",9
2022-02-07,"Forsa","AfD",10
2022-02-07,"Forsa","Linke",6
2022-02-07,"Forsa","FW",NA
2022-02-07,"Forsa","BSW",NA
2022-02-04,"INSA","SPD",22
2022-02-04,"INSA","Union",27
2022-02-04,"INSA","Green",16
2022-02-04,"INSA","FDP",11
2022-02-04,"INSA","AfD",11
2022-02-04,"INSA","Linke",6
2022-02-04,"INSA","FW",NA
2022-02-04,"INSA","BSW",NA
2022-02-03,"Wahlkreisprognose","SPD",21
2022-02-03,"Wahlkreisprognose","Union",28
2022-02-03,"Wahlkreisprognose","Green",19
2022-02-03,"Wahlkreisprognose","FDP",8.5
2022-02-03,"Wahlkreisprognose","AfD",10
2022-02-03,"Wahlkreisprognose","Linke",5.5
2022-02-03,"Wahlkreisprognose","FW",NA
2022-02-03,"Wahlkreisprognose","BSW",NA
2022-02-03,"Civey","SPD",25
2022-02-03,"Civey","Union",25
2022-02-03,"Civey","Green",15
2022-02-03,"Civey","FDP",10
2022-02-03,"Civey","AfD",11
2022-02-03,"Civey","Linke",6
2022-02-03,"Civey","FW",NA
2022-02-03,"Civey","BSW",NA
2022-02-02,"Infratest dimap","SPD",22
2022-02-02,"Infratest dimap","Union",27
2022-02-02,"Infratest dimap","Green",16
2022-02-02,"Infratest dimap","FDP",10
2022-02-02,"Infratest dimap","AfD",12
2022-02-02,"Infratest dimap","Linke",5
2022-02-02,"Infratest dimap","FW",NA
2022-02-02,"Infratest dimap","BSW",NA
2022-02-01,"Kantar","SPD",24
2022-02-01,"Kantar","Union",24
2022-02-01,"Kantar","Green",17
2022-02-01,"Kantar","FDP",9
2022-02-01,"Kantar","AfD",11
2022-02-01,"Kantar","Linke",6
2022-02-01,"Kantar","FW",NA
2022-02-01,"Kantar","BSW",NA
2022-01-31,"INSA","SPD",24
2022-01-31,"INSA","Union",25
2022-01-31,"INSA","Green",15
2022-01-31,"INSA","FDP",12.5
2022-01-31,"INSA","AfD",10
2022-01-31,"INSA","Linke",6.5
2022-01-31,"INSA","FW",NA
2022-01-31,"INSA","BSW",NA
2022-01-31,"Forsa","SPD",23
2022-01-31,"Forsa","Union",27
2022-01-31,"Forsa","Green",16
2022-01-31,"Forsa","FDP",9
2022-01-31,"Forsa","AfD",10
2022-01-31,"Forsa","Linke",6
2022-01-31,"Forsa","FW",NA
2022-01-31,"Forsa","BSW",NA
2022-01-28,"INSA","SPD",26
2022-01-28,"INSA","Union",24
2022-01-28,"INSA","Green",16
2022-01-28,"INSA","FDP",11
2022-01-28,"INSA","AfD",11
2022-01-28,"INSA","Linke",6
